Lessonid,Description,Courseid,Id
15,15. Module Introduction,1,419
15,15. Module Introduction,3,1116
15,15. Type Assignment &amp; Type Inference,2,754
15,15. Understanding the &lt;style&gt; Tag &amp; Creating a .css File,8,2372
15,15. Module Introduction,10,2923
15,15. How To Get The Most Out Of This Course,9,2658
15,15. The Spread &amp; Rest Operator,11,3134
15,15. Understanding Component-scoped Styles,12,3251
15,15. Crear ConnectionString y Context en NET Core,13,3391
15,15. Emiter,14,3605
15,15. Validaciones con Fluent en CQRS,15,3757
15,15. Relacion Uno a Muchos - One to Many en Entity Framework - Parte 2,17,3950
15,15. Metodos Helper para collections en test,18,4060
15,15. Comunicacion Cliente API Streaming,19,4107
15,15. MonDB NoSQL,20,4175
15,15. Agregar Theme de Material Design - Parte 2,21,4332
15,15. Creacion de base de datos,22,4523
15,15. Push Imagenes a hub docker,23,4626
15,15. Updating the database,24,4836
15,15. ¿Que es CSS y para que sirve?,28,6358
15,15. Creating the database using Entity Framework Code first migrations,25,5130
15,15. Herramientas necesarias,29,6607
15,15. Instalando Entity Framework Core,30,6845
15,15. Creando el Proyecto con el Modelo Combinado,31,7001
15,15. Actualizando la Base de Datos - La Segunda Migración,32,7083
15,15. Introduction,34,7567
15,15. Adding an API controller,33,7303
15,15. While,35,7707
15,15. Angular HTTP Services - Testing Error Handling,37,7893
15,15. El Controlador,36,7813
15,"15. Divs &amp; Spans, Classes &amp; Ids",38,7995
15,15. Buttons &amp; Button Groups,39,8069
15,15. Tipografía (Parte I),40,8240
15,15. Listas,41,8472
15,15. Formateando el texto,42,8698
15,15. Testing our app in an Android emulator (macOS),43,8895
15,"15. Etiquetas h1, h2, h3",46,9348
15,15. Función fromEvent  de RxJS,44,8985
15,15. Nota: Biblioteca de ejercicios,45,9054
15,15. 15. Multiples variables,47,9502
15,15. 15. Configurando el Color De Interface,49,9786
15,15.  Gestión de usuarios y permisos,48,9762
16,16.  Gestión de procesos,48,9763
16,16. 16. Accediendo A Modos De Pantalla,49,9787
16,16. 16. Concatenaci�n,47,9503
16,16. Subscription y unsubscribe,45,9053
16,"16. Operadores mapTo, map y filter de RxJS",44,8986
16,16. hgroup,46,9347
16,16. Testing our app in an Android emulator (Windows),43,8896
16,16. Listas desordenadas,42,8699
16,16. Imagenes,41,8486
16,16. Tipografía (Parte II),40,8241
16,16. Navbar &amp; Navs,39,8068
16,16. HTML Entities,38,7981
16,16. Las Vistas,36,7812
16,16. Angular HTTP Testing - Checking HTTP Request Parameters,37,7894
16,16. For y Foreach,35,7706
16,16. Saving changes into source control,33,7309
16,16. Breaking up the UI into components,34,7568
16,16. Introducción al Módulo 3 - Trabajando con Datos,32,7082
16,16. Conclusión,31,6987
16,16. Leyendo y Creando Recursos desde el Controlador,30,6846
16,16. Hola Mundo en JavaScript,29,6613
16,16. Adding a new API Controller,25,5131
16,16. Herramientas para trabajar con CSS 3,28,6359
16,16. Reading the data from the Database in the API,24,4835
16,16. Arquitectura de Kubernetes,23,4627
16,16. Instalacion de EF-Dotnet,22,4524
16,16. Agregar Theme de Material Design - Parte 3,21,4333
16,16. Instalar Base de Datos MonDB,20,4174
16,16. Implementar Servidor,19,4108
16,16. Excepciones en Unit Test,18,4061
16,16. Relacion Muchos a Muchos - Many to Many en Entity Framework Core,17,3951
16,16. Clases Dto en CQRS,15,3756
16,16. Formularios en Angular,14,3611
16,16. Patron Repository en nuestra Arquitectura,13,3377
16,16. Using Component-Scoped Styles,12,3250
16,16. Refreshing Array Functions,11,3120
16,16. Course Resources,9,2659
16,16. What is Angular?,10,2929
16,16. Applying Additional Styles &amp; Importing ogle Fonts,8,2378
16,16. Object Types,2,755
16,16. How an Angular App gets Loaded and Started,3,1115
16,16. Setting Up the Project,1,420
16,"16. Classes, Properties and Methods",5,1597
16,"16. Understanding Databases, Collections &amp; Documents",7,2101
16,16. Adding our First Component,6,1878
17,17. The Shell &amp; MonDB Drivers for Different Languages,7,2116
17,17. Listening to Events,6,1863
17,17. The Spread &amp; Rest Operator,5,1596
17,17. More on Version Control &amp; Git,1,405
17,17. Components are Important!,3,1114
17,17. Nested Objects &amp; Types,2,756
17,17. Theory Time - Selectors,8,2387
17,17. Angular SPAs &amp; Ionic,10,2939
17,17. Module Introduction,9,2660
17,17. Understanding Async Code,11,3127
17,17. Using Inline Styles in Components,12,3249
17,17. Implementar Patron Repository,13,3375
17,17. Servicios en Angular,14,3621
17,17. Arquitectura de nuestra microservice,15,3755
17,17. Relacion Muchos a Muchos - Many to Many en Entity Framework Core,17,3952
17,17. Herencia de clase en Unit Test,18,4062
17,17. Implementar Cliente,19,4109
17,17. Conexion entre NodeJS y MonDB,20,4173
17,17. Navegacion entre componentes React - Parte 1,21,4334
17,17. Ajuste de Librerias EF Core,22,4525
17,17. Modelo y objetos de despliege para Azure,23,4628
17,17. Postman Collections,24,4834
17,17. Creando el proyecto,28,6360
17,17. Making our code Asynchronous,25,5132
17,17. La consola del navegador,29,6622
17,17. Actualizando y Borrando Recursos,30,6847
17,17. Repositorio del Curso (Códi fuente),31,6986
17,17. DbContext y Datos,32,7081
17,17. Intro to Semantic UI,34,7569
17,17. Summary of Section 2,33,7318
17,17. Arrays,35,7705
17,17. Introduction to Angular Component Testing - Presentational Components,37,7895
17,17. El Modelo,36,7811
17,17. HTML5 Semantic Tags &amp; Challenge,38,7979
17,17. List Groups &amp; Badges,39,8083
17,17. Imágenes,40,8242
17,17. Tablas,41,8473
17,17. Listas ordenadas,42,8700
17,17. Testing on an iOS simulator,43,8897
17,"17. nav, ul, ol, li",46,9346
17,17. Operador tap de RxJS,44,8987
17,17. Terminar observables en cadena,45,9052
17,17. 17. Introducci�n a la secci�n,47,9504
17,17. 17. Trabajando Con Varios Documentos a la Vez,49,9788
17,17.  Programar comandos,48,9764
18,18.  Alias,48,9765
18,18. 18. Preferencias De Apertura De Documentos,49,9789
18,18. 18. Strings y n�meros,47,9505
18,18. Subject,45,9051
18,"18. Operadores first, take y takeWhile de RxJS",44,8988
18,18. Enlaces,46,9345
18,18. Remote iOS Simulator to Windows,43,8898
18,18. Imágenes,42,8701
18,18. Formularios,41,8474
18,18. Tablas,40,8243
18,18. Forms &amp; Input,39,8085
18,18. HTML5 Semantics Solution &amp; Wrap Up,38,7978
18,18. Documentación. Presentaciones - Sección 3. Arquitectura MVC,36,7810
18,18. Angular Component Testing - Test Setup with the async Test Utility,37,7896
18,18. Tipos Nulos,35,7704
18,18. Introduction,33,7319
18,18. Building our first component,34,7570
18,18. Insertando Registros,32,7088
18,18. Data Relacionada - Segundo Controlador,30,6848
18,18. Introducción,31,6985
18,18. Variables y comentarios,29,6623
18,18. Saving our code into Source control,25,5133
18,18. Estructura HTML,28,6361
18,18. Creating the additional projects,24,4841
18,18. Creacion de POD en Kubernetes,23,4629
18,18. Clase Base Generica EF,22,4526
18,18. Navegacion entre componentes React - Parte 2,21,4335
18,18. Creacion de Modelo Schema en Monose,20,4172
18,18. Comunicacion Bidireccional,19,4110
18,18. Unit Test Caso de Uso,18,4063
18,18. Relacion Muchos a Muchos - Many to Many en Entity Framework Core Parte 3,17,3953
18,18. Entity Framework Core y SQL Server en CQRS,15,3754
18,18. Subject y Services en Angular,14,3629
18,18. Dependency Injection en Controllers - Repository,13,3374
18,18. Using &lt;style&gt; Tags in Component Templates,12,3248
18,18. Next-Gen JavaScript - Summary,11,3119
18,18. Images &amp; Containers: What and Why?,9,2661
18,18. Understanding Components,10,2947
18,18. Understanding the Cascading Style &amp; Specificity?,8,2388
18,18. Arrays Types,2,757
18,18. Creating a New Component,3,1113
18,18. Adding JavaScript to the Website,1,421
18,18. Destructuring,5,1595
18,18. Creating Databases &amp; Collections,7,2102
18,18. Outputting Content,6,1879
19,19. Understanding JSON Data,7,2103
19,19. Getting User Input,6,1862
19,19. Reference and Primitive Types Refresher,5,1594
19,19. Introducing Variables &amp; Constants,1,404
19,19. Understanding the Role of AppModule and Component Declaration,3,1112
19,19. Working with Tuples,2,758
19,19. Understanding Inheritance,8,2389
19,19. Important: Creating an Angular Project with the CLI,10,2940
19,19. Using &amp; Running External (Pre-Built) Images,9,2662
19,19. JS Array Functions,11,3109
19,19. The Theory Behind Angular's View Encapsulation,12,3247
19,19. Ajuste en Document Generico,13,3373
19,19. Eliminar Items con Subject,14,3622
19,19. Instalacion de SQL Server y SQL Management Studio,15,3771
19,19. Tipos de Consultas en Entity Framework Core,17,3954
19,19. Creacion de ILoggerGeneral,18,4064
19,19. Implementar Server,19,4111
19,19. Creacion de collections en MonDB,20,4171
19,19. Implementar barra de navegacion y el Router - Parte 1,21,4318
19,19. Configuracion de clase entity,22,4527
19,19. MonDB en Kubernetes,23,4630
19,19. Saving our project into source control using Git and GitHub,24,4852
19,19. Como añadir estilos CSS a una web,28,6362
19,19. Section Summary,25,5134
19,19. Modo estricto,29,6624
19,19. Explorando el Proyecto,31,6984
19,19. Introducción al Módulo 4,30,6849
19,19. Insertando Múltiples Registros,32,7099
19,19. Exports and imports,34,7571
19,19. Creating the React project,33,7320
19,19. Strings. Parte I,35,7703
19,19. Angular Component Testing - DOM Interaction,37,7897
19,19. Amplia tus conocimientos,36,7809
19,19. Section Intro,38,7977
19,19. Input Groups,39,8102
19,19. Acordeón (Accordion),40,8244
19,19. Tipos de Input,41,8475
19,19. Formularios,42,8702
19,19. XAML Hot Reload,43,8899
19,19. Ejercicio 3,46,9344
19,"19. Operadores last, takeLast y skip de RxJS",44,8971
19,19. Subject - Parte 2,45,9050
19,19. 19. Introducci�n a listas,47,9506
19,19. 19. Navegando En Un Documento,49,9790
19,19.  Información del SO,48,9766
20,20.  Monitorización,48,9767
20,20. 20. Menú Preferencias,49,9791
20,20. 20. Contando elementos y calculando el lar de una lista,47,9507
20,20. Códi fuente de la sección,45,9049
20,20. Operadores reduce y scan de RxJS,44,8970
20,"20. p, span",46,9343
20,20. Debugging your Xamarin Apps,43,8900
20,20. Tablas,42,8703
20,20. Etiquetas para Citas de Texto,41,8476
20,20. Alertas,40,8245
20,20. Alerts &amp; Progress Bars,39,8086
20,20. Implementing CSS,38,7976
20,20. El Middleware,36,7808
20,20. Angular Test Debugging - How to Trigger Change Detection?,37,7898
20,20. Strings. Parte II,35,7702
20,20. Reviewing the React project files,33,7335
20,20. Navigation bar and styling,34,7572
20,20. Mapeo Flexible,32,7108
20,20. Controladores y Acciones,30,6850
20,20. Anatomía de un Componente,31,6983
20,20. Let y Var,29,6639
20,20. Introduction,25,5135
20,20. ¿Que es un selector?,28,6363
20,20. Summary of section 2,24,4861
20,20. SQL Server en Kubernetes,23,4631
20,20. Creacion de dbContext EF,22,4528
20,20. Implementar barra de navegacion y el Router - Parte 2,21,4317
20,20. Metodos GET,20,4170
20,20. LoggerFake y Unit Test,18,4065
20,20. Implementar Cliente,19,4093
20,20. Que es ASP.NET Core?,17,3955
20,20. Code First - Migration con SQL Server,15,3772
20,20. Routing,14,3636
20,20. Crear Mantenimiento Generico para Collections,13,3372
20,20. How Angular Emulates the Shadow DOM,12,3246
20,20. Module Introduction - What are Web Components?,11,3103
20,20. Installing Angular with the CLI,10,2954
20,20. Our al: A NodeJS App,9,2663
20,20. Adding Combinators,8,2404
20,20. Working with Enums,2,759
20,20. Using Custom Components,3,1111
20,20. Declaring &amp; Defining Variables,1,402
20,20. Refreshing Array Functions,5,1593
20,20. Installing Angular Material,6,1860
20,20. Comparing JSON &amp; BSON,7,2104
21,"21. Create, Read, Update, Delete (CRUD) &amp; MonDB",7,2105
21,21. Adding a Toolbar,6,1845
21,21. Wrap Up,5,1592
21,21. Working with Variables Operators,1,387
21,21. Creating Components with the CLI &amp; Nesting Components,3,1110
21,21. The any Type,2,760
21,21. Theory Time - Combinators,8,2403
21,21. Building our own Image with a Dockerfile,9,2664
21,21. Installing the IDE,10,2953
21,21. Browser Support,11,3104
21,21. Changing the View Encapsulation Behavior,12,3245
21,21. Dependency Injection para Repository Generico,13,3371
21,21. Angular Material y Material Design,14,3635
21,21. Insertar valores en SQL Server con Entity Framework Core,15,3773
21,21. Arquitectura de Nuestro Proyecto,17,3956
21,21. Que es Mocking,18,4066
21,21. Arquitectura de la App,19,4102
21,"21. Metodos PUT, Delete en NodeJS y Monose",20,4169
21,21. Crear Formulario para Registrar Usuarios - Parte 1,21,4316
21,21. Configuracion de connection string,22,4529
21,21. Kubernetes y Microservicios,23,4632
21,21. Introduction,24,4853
21,21. Selectores de etiquetas,28,6364
21,21. Creating the Angular application,25,5136
21,21. Constantes,29,6638
21,21. Interpolación - Mostrando Variables en el UI,31,6982
21,21. Reglas de Ruteo,30,6831
21,21. Leyendo Varios Registros - Ordenamiento,32,7100
21,21. Event List Items,34,7573
21,21. Why React?,33,7334
21,21. Strings. Parte III,35,7701
21,21. El Enrutamiento,36,7807
21,21. Basic CSS Selectors,38,7975
21,21. Angular Component Testing - Course Card List Test Suite Conclusion,37,7879
21,21. Tables &amp; Pagination,39,8101
21,21. Insignias (Badges),40,8246
21,21. Etiquetas Meta,41,8477
21,21. Enlaces,42,8704
21,21. Creating a Login Page with better Event Handlers,43,8901
21,"21. strong, em",46,9342
21,21. Operadores startWith y endWith de RxJS,44,8969
21,21. Introducción a la sección,45,9048
21,21. 21. Accediendo a elementos de las listas,47,9508
21,21. 21. Formatos De Imagen,49,9792
21,21.  Conectividad,48,9768
22,22.  Comandos SSH (Secure SHell),48,9769
22,22. 22. Vectores VS Bitmaps,49,9793
22,22. 22. Eliminando elementos de una lista,47,9509
22,22. Temas puntuales de la sección,45,9047
22,22. Operadores distinct y distinctUntilChanged de RxJS,44,8959
22,22. Defining better Entry elements,43,8881
22,22. Ejercicio 4,46,9351
22,22. Entidades HTML,42,8705
22,22. Atributos Class &amp; ID,41,8478
22,22. Migas de pan (Breadcrumbs),40,8247
22,22. Working With Cards,39,8100
22,22. Dev Tools Introduction,38,7974
22,22. Inyección de Dependencias. Parte I,36,7806
22,22. Testing Angular Smart or Container Components - Test Setup,37,7899
22,22. Doc - Tipos de Referencia/Valor + Boxing/Unboxing,35,7700
22,22. React Components,33,7333
22,22. Creating an Event Form,34,7574
22,22. Leyendo Registros Individuales,32,7116
22,22. Pipes - Transformando Datos,31,6981
22,22. Variables de Ruta,30,6851
22,22. Operadores y tipos de datos,29,6637
22,22. Running the angular project and reviewing the bootstrap of the app,25,5137
22,22. Selector de ID,28,6365
22,22. The Repository Pattern,24,4869
22,22. Creacion de objeto deploy para MonDB,23,4633
22,22. Creacion de archivos de migracion,22,4530
22,22. Crear Formulario para Registrar Usuarios - Parte 2,21,4306
22,22. Middleware para manejo de errores,20,4168
22,22. Implementacion de Mocking,18,4067
22,22. Containers y Microservicios,19,4092
22,22. Creacion de la Solucion en Visual Code,17,3957
22,22. Creacion de controller Post,15,3774
22,22. Agregar Material Design a mi proyecto Angular,14,3634
22,22. Paginacion en nuestra Arquitectura,13,3370
22,22. Using the Native Shadow DOM,12,3244
22,22. Our Development Setup,11,3105
22,22. Understanding the Folder Structure,10,2952
22,22. Running a Container based on our own Image,9,2665
22,22. Summarizing Properties &amp; Selectors,8,2402
22,22. Union Types,2,761
22,22. Working with Component Templates,3,1109
22,22. Understanding the Starting Code,1,388
22,22. Next-Gen JavaScript - Summary,5,1591
22,22. Outputting Posts,6,1846
22,"22. Finding, Inserting, Deleting &amp; Updating Elements",7,2106
23,23. Understanding insertMany(),7,2107
23,23. Diving Into Structural Directives,6,1847
23,23. JS Array Functions,5,1590
23,23. Data Types: Numbers &amp; Strings (Text),1,389
23,23. Working with Component Styles,3,1108
23,23. Literal Types,2,740
23,23. Wrap Up,8,2401
23,23. EXPOSE &amp; A Little Utility Functionality,9,2666
23,23. The App Component,10,2951
23,23. Creating our First Custom Element,11,3106
23,23. How to Turn Off View Encapsulation,12,3243
23,23. Paginacion en nuestro modelo generico,13,3369
23,23. Agregar Componente Angular Material,14,3633
23,23. Agregar Proyectos a la Solucion en Visual Code,17,3958
23,23. Crear clase Aplicacion para consulta de registros,15,3792
23,23. Instalacion de Docker,19,4080
23,23. Mocking de clases e interfaces,18,4068
23,23. Error personalizado en NodeJS,20,4167
23,23. Crear Formulario para Registrar Usuarios - Parte 3,21,4299
23,23. Ejecucion de migracion en EF,22,4531
23,23. Creacion de objetos deploy para Microservicio de Seguridad,23,4612
23,23. Adding a Repository and Interface,24,4868
23,23. Selector de clase,28,6366
23,23. Adding VS Code extensions to work with Angular,25,5138
23,23. Detectar el tipo de dato con Typeof,29,6636
23,23. ngFor - Iterando Colecciones en el UI,31,6980
23,23. Tipos de Datos de Retorno,30,6830
23,23. Seleccionando Columnas con la Función Select,32,7115
23,23. Passing props down to child components,34,7575
23,23. Typescript concepts,33,7332
23,23. Doc - Tabla de Operadores,35,7699
23,23. Inyección de Dependencias. Parte II,36,7805
